model,id,title,main_picture_medium,main_picture_large,alternative_titles_en,alternative_titles_ja,synopsis,mean,authors,genres,,
book.book,743,21st Century Boys,https://api-cdn.myanimelist.net/images/manga/2/54415.jpg,https://api-cdn.myanimelist.net/images/manga/2/54415l.jpg,21st Century Boys,21世紀少年,"As the conflict between Kenji Endo, his childhood friends, and cult leader ""Friend"" comes to an end, two mysteries remain—Friend's true identity and whether the threat of an ""anti-photon bomb"" before his death was legitimate. Hoping to find an answer, Kenji, alongside the United Nations, decides to use a virtual reality program created from Friend's childhood memories in this conclusion to a long journey that will span dozens of decades.[Written by MAL Rewrite]",8.42,Naoki Urasawa,"Psychological, Sci-Fi, Mystery, Drama, Seinen",,
book.book,768,Gunnm,https://api-cdn.myanimelist.net/images/manga/1/145619.jpg,https://api-cdn.myanimelist.net/images/manga/1/145619l.jpg,Battle Angel Alita,銃夢 GUNNM,"The utopian metropolis of Zalem soars high in the skies, its presence dominating the horizon. Beneath it is the noxious underbelly known as The Scrapyard, where the city stockpiles all of its waste. Living amongst the vast heaps of garbage are humans and cyborgs, surviving by any means necessary.Daisuke Ido, a doctor specializing in cyborg repairs, finds the head of a young female cyborg while scavenging a pile of old android parts. Proceeding to build her a new body, he names her Gally. Upon activation, Gally does not seem to remember anything about her past life. Nonetheless, she does not seem to mind as long as she stays by Ido’s side.However, she soon discovers that Ido has a side job as a hunter-warrior, a bounty hunter working for The Scrapyard’s government. Despite Ido’s warning, she decides to become one herself, awakening her forgotten knowledge of fighting techniques. Equipped with newfound strength, Gally is determined to fight through the alleys of The Scrapyard and beyond, retrieving fragments from her past to rediscover her true identity.[Written by MAL Rewrite]",8.42,Yukito Kishiro,"Action, Sci-Fi, Seinen",,
book.book,1469,Glass no Kamen,https://api-cdn.myanimelist.net/images/manga/2/1425.jpg,https://api-cdn.myanimelist.net/images/manga/2/1425l.jpg,,ガラスの仮面,"Maya Kitajima is a good-for-nothing girl with a passion and talent for acting. After watching a play only once, Maya can immediately perfectly imitate the performance word-by-word. This talent leads her to one day be discovered by Chigusa Tsukikage, a once-famous actress who performed and owned the rights to the play called ""The Crimson Goddess.""Considered to be a legendary play, The Crimson Goddess attracts the attention of many, including Masumi Hayami, a wealthy businessman who is also a secret admirer of Maya. Another one interested in the play is Maya's rival, Ayumi Himekawa, a gifted individual whose veteran parents trained her in acting since childhood.Glass no Kamen follows Maya and Ayumi as they climb their way through the relentless world of entertainment, overcoming intense training and challenges to become actresses worthy of playing the role of The Crimson Goddess.[Written by MAL Rewrite]",8.42,Suzue Miuchi,"Drama, Romance, Shoujo",,
book.book,26728,No.6,https://api-cdn.myanimelist.net/images/manga/2/129825.jpg,https://api-cdn.myanimelist.net/images/manga/2/129825l.jpg,,NO.6 (ナンバー・シックス),"The year is 2013 in the city of No. 6, the city that embodies the highest ideals of humankind. Shion has been raised here as a high-ranking elite since the age of two, but on the night of his twelfth birthday his fate is turned upside-down when he meets a boy who calls himself Nezumi.""Why did I open the window that night? If I had not, I'd never have needed to know what it is like to fight, starve, or suffer in anguish....""(Source: Nostalgia on 9th Avenue)",8.42,Atsuko Asano,"Action, Sci-Fi, Mystery",,
book.book,110160,"Mata, Onaji Yume wo Miteita",https://api-cdn.myanimelist.net/images/manga/3/207726.jpg,https://api-cdn.myanimelist.net/images/manga/3/207726l.jpg,I Had That Same Dream Again,また、同じ夢を見ていた,"An unhappy girl who engages in self-harm, a high schooler ostracized by her classmates, and an old woman looking to live out her twilight years in peace—what could three such different people have in common? That's what grade schooler Nanoka Koyanagi is trying to find out. Assigned by her teacher to define what ""happiness"" means to her, Nanoka tries to find her place in the world by exploring her relationships with these three strangers, and through them, comes to know herself.(Source: Seven Seas Entertainment)",8.42,"Idumi Kirihara, Yoru Sumino",Drama,,
book.book,102343,Fumetsu no Anata e,https://api-cdn.myanimelist.net/images/manga/3/189781.jpg,https://api-cdn.myanimelist.net/images/manga/3/189781l.jpg,To Your Eternity,不滅のあなたへ,"It, a mysterious immortal being, is sent to the Earth with no emotions nor identity. However, It is able to take the shape of those around that have a strong impetus.At first, It is a sphere. Then, It imitates the form of a rock. As the temperature drops and snow falls atop the moss, It inherits the moss. When an injured, lone wolf comes limping by and lays down to die, It takes on the form of the animal. Finally, It gains consciousness and begins to traverse the empty tundra until It meets a boy.The boy lives alone in a ghost town, which the adults abandoned long ago in search of the paradise said to exist far beyond the endless sea of white tundra. However, their efforts were for naught, and now the boy is in a critical state.Acquiring the form of the boy, It sets off on a never-ending journey, in search of new experiences, places, and people.[Written by MAL Rewrite]",8.42,Yoshitoki Ooima,"Adventure, Supernatural, Drama, Shounen",,
book.book,88930,Youjo Senki,https://api-cdn.myanimelist.net/images/manga/2/155214.jpg,https://api-cdn.myanimelist.net/images/manga/2/155214l.jpg,The Saga of Tanya the Evil,幼女戦記,"Tanya Degurechaff is a soldier who has the appearance of an innocent young girl. But behind her cute facade lies the soul of a ruthless salaryman who challenged ""Being X""—the self-proclaimed God who reincarnated the man into an industrial world of magic. By doing this, Being X hopes to prove that, if the situation were dire enough, even a non-believer like this man would pray for God's help.Opposing Being X's desires to make her suffer, Tanya enlists in the military with the hope of living a peaceful life. She manages to impress the higher-ups with her aptitude for war, swiftly rising through the ranks. However, her country soon participates in the ongoing world war, quickly crushing her dream. In an attempt to return to her calm she starts using any merciless means to obliterate her opponents. Thus begins the saga of Tanya the Evil and the Empire as they seek world domination.[Written by MAL Rewrite]",8.41,"Shinobu Shinotsuki, Carlo Zen",Military,,
book.book,99314,Kimi no Na wa.,https://api-cdn.myanimelist.net/images/manga/1/182270.jpg,https://api-cdn.myanimelist.net/images/manga/1/182270l.jpg,Your name.,君の名は。,"Mitsuha Miyamizu is a high school girl living in the countryside town of Itomori. She yearns for a life in Tokyo as she is sick of living in the countryside. At the same time, Taki Tachibana, a high school student, lives in Tokyo and has a great interest in architecture, aiming to become an urban planner in the near future.One day, Mitsuha dreams of herself as a boy living a life in the dense capital, while Taki dreams of living as a girl in the rural town of Itomori. As time passes by, the two discover that these are not just dreams, but that they actually swap bodies upon falling asleep! Kimi no Na wa. revolves around Mitsuha and Taki as they experience the supernatural. With both of them working together to deal with the strange phenomenon, how will this impact their everyday life?[Written by MAL Rewrite]",8.41,"Makoto Shinkai, Ranmaru Kotone","Drama, Romance, School, Seinen, Supernatural",,
book.book,3572,Tobaku Mokushiroku Kaiji,https://api-cdn.myanimelist.net/images/manga/3/22377.jpg,https://api-cdn.myanimelist.net/images/manga/3/22377l.jpg,Gambling Apocalypse Kaiji,賭博黙示録カイジ,"Itou Kaiji is a bum who steals car emblems and slashes tires on what seems to be a regular basis. This routine changes one day when he is paid a visit by a man in a trench-coat. Once the two get talking, it seems that the visitor (Calling himself Endou) is a debt collector. The reason for his visit is an unpaid loan which kaiji had previously co-signed for a work-mate (Furuhata Takeshi). The original loan was 30000 yen and once Takeshi had disappeared, the loan then fell on Kaiji.Kaiji is then told of a way to clear the interest compounded debt (which stood at 3,850,000 yen), which involved getting on a boat with others in his position. Once on the boat the debtors would then have to gamble with loaned money, which would end with a few winning, and others getting into deeper debt and having to work to pay of their debts. After some coercing kaiji accepts a position on the boat, in order to clear himself and make a bit of money as well...(Source: AniDB)",8.41,Nobuyuki Fukumoto,"Game, Drama, Seinen",,
book.book,6164,My Girl,https://api-cdn.myanimelist.net/images/manga/2/42167.jpg,https://api-cdn.myanimelist.net/images/manga/2/42167l.jpg,My Girl,マイガール,"Twenty-three-year-old Masamune Kazama spends his days working a mundane office job and dwelling on the past. Although it has been five years, the young bachelor continues to hold onto his relationship with his past girlfriend, Youko Tsukamoto.Out of the blue, he receives a call from Youko's mother, who informs him that she has passed away in an accident. Furthermore, he learns that Youko has left him with a young daughter, who was raised in secrecy overseas. Stricken with grief, Masamune decides to take in the young girl and raise her on his own.My Girl is a tale of family, loss, and acceptance as Masamune navigates the complexities of daily life as a single father.[Written by MAL Rewrite]",8.41,Sumomo Yumeka,"Slice of Life, Drama, Seinen",,
book.book,9711,Bakuman.,https://api-cdn.myanimelist.net/images/manga/1/208974.jpg,https://api-cdn.myanimelist.net/images/manga/1/208974l.jpg,Bakuman。,BAKUMAN。 バクマン。,"Despite being a talented artist, middle school student Moritaka Mashiro is unsure about his future, accepting that he will simply lead a normal life. After seeing one of Mashiro's drawings in class, Akito Takagi—an aspiring writer—insists that they write a manga together. But Mashiro is hesitant—his uncle, a mangaka, had died from overworking just a few years prior. However, when Mashiro hears that his crush, Miho Azuki, aims to be a voice actress, he becomes determined to create a manga that can be adapted into an anime for her to star in. Reciprocating Mashiro's feelings, she agrees to get married once they have both achieved their dreams.Bakuman. chronicles Mashiro and Takagi's successes and struggles in their attempts to be serialized in Weekly Shounen Jump and become famous mangakas. Will their gamble pay off, or will they join the countless number of failures?[Written by MAL Rewrite]",8.41,"Takeshi Obata, Tsugumi Ohba","Romance, Comedy, Drama, Shounen",,
book.book,10552,Hoshi no Samidare,https://api-cdn.myanimelist.net/images/manga/3/56421.jpg,https://api-cdn.myanimelist.net/images/manga/3/56421l.jpg,Lucifer and the Biscuit Hammer,惑星のさみだれ,"One day, college student Yuuhi Amamiya is approached by talking lizard Sir Noi Crezant. Crezant immediately launches into a fantastical story: the powerful mage Animus intends to destroy the earth with his biscuit hammer, a huge contraption looming high in earth’s orbit. Earth’s only hope lies with the princess and her Beast Knights, whose task is to protect the princess and defeat Animus.Yuuhi is chosen as the Lizard Beast Knight, and despite his misgivings, is quickly forced to defend himself from a golem created by the mage. He is saved by his neighbor, the princess Asahina Samidare, and swears loyalty to her. However, the princess does not intend to save the earth at all. She lets Yuuhi in on her real motivations: to prevent Animus from destroying the earth, only to then annihilate the planet by her own hand. The pair continue to fight off attacks by Animus’s golems while the remaining Beast Knights are slowly being gathered and learning to use their powers. But Yuuhi will have to decide for himself whether to go along with Asahina’s plans, whom he is getting close with, or to save the earth. In the process, he must also confront his true self, and determine where his loyalties truly lie. [Written by MAL Rewrite]",8.41,Satoshi Mizukami,"Action, Comedy, Drama, Supernatural, Psychological, Seinen",,
book.book,11054,Billy Bat,https://api-cdn.myanimelist.net/images/manga/3/181197.jpg,https://api-cdn.myanimelist.net/images/manga/3/181197l.jpg,,BILLY BAT,"Japanese-American Kevin Yamagata now authors the renowned detective comic book ""Billy Bat"" after serving in the Allied Forces in World War II. But as his series becomes a massive hit, Kevin discovers that his famed character, Billy Bat, already existed before within a Japanese comic. Worried that he may have unconsciously copied something he saw during his time there, Kevin returns to Japan to find Billy Bat's original creator and seek permission for him to use their character. However, as he traces back Billy Bat's roots, he finds himself unraveling a dark and twisted history of murders that somehow involve the character he thought he created.[Written by MAL Rewrite]",8.41,"Naoki Urasawa, Takashi Nagasaki","Police, Psychological, Supernatural, Historical, Mystery, Drama, Seinen",,
book.book,22651,The Breaker: New Waves,https://api-cdn.myanimelist.net/images/manga/1/62105.jpg,https://api-cdn.myanimelist.net/images/manga/1/62105l.jpg,,브레이커NW,"After Yi ""Shioon"" Shi-Woon's master, Goomoonryong, breaks his ki-center, leaving him unable to use his martial arts, he decides to leave the world of Murim and continue on with his normal life: going to school and coming home to his mother every day. However, Murim has other ideas.Discovered as the only true disciple of Goomoonryong and entrusted with the Phoenix Medallion of the Sunwoo Clan by Lady Sosul—making him the interim leader of the Sunwoo Clan—the world of Murim is not so eager to let Shioon leave. With his new status, enemies Shioon has never encountered before keep appearing before him, such as the organization known as Soldiers Under Command. They are intent on getting rid of him for the sake of their own prosperity, but how will Shioon defend himself without his ki-center intact?[Written by MAL Rewrite]",8.41,"Jin-Hwan Park, Geuk-jin Jeon","Action, Comedy, Drama, Martial Arts, Romance, School",,
book.book,33031,Imawa no Kuni no Alice,https://api-cdn.myanimelist.net/images/manga/3/137237.jpg,https://api-cdn.myanimelist.net/images/manga/3/137237l.jpg,Alice in Borderland,今際の国のアリス,"Feeling unsettled about the future, high school student Ryouhei Arisu often escapes the reality of life. After hanging out at a bar, Arisu and his best friends, Daikichi Karube and Chouta Segawa, wait for the first train to arrive in the morning. Suddenly, a colorful array of fireworks set off in the sky, and an enormous blinding firework renders them unconscious.The trio finds themselves back at the bar covered in dust, discovering that the city has become a barren wasteland. But instead of being worried, Arisu feels alive for the very first time in his life and relishes the freedom of this lifeless city. However, his bliss is cut short when the group rashly enters a festival venue. Seeing its delicacies and lively ambiance, they think the place is a dream; unbeknownst to them, it will be the setting for their first deadly game.Together with his friends, Arisu slowly enters the mysterious area known as the Borderland—an unknown country where every game puts their lives at stake, and a single misstep can lead to their demise.[Written by MAL Rewrite]",8.41,Haro Aso,"Action, Psychological, Supernatural, Horror, Shounen",,
book.book,87609,Tensei shitara Slime Datta Ken,https://api-cdn.myanimelist.net/images/manga/3/167639.jpg,https://api-cdn.myanimelist.net/images/manga/3/167639l.jpg,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,"It is just another ordinary day for Satoru Mikami. The sun is shining brightly on the streets of Tokyo, and he is in the midst of a discussion with his colleagues when suddenly he gets stabbed by a passing robber. The average 37-year-old corporate worker is now at death's door, and he has only one regret—dying a virgin. Fading out, he is startled by a mysterious AI-like voice reciting commands. Satoru abruptly wakes up in the middle of a strange cave, but something odd has happened: he is now a goop of slime! Thanks to his new body, he has acquired the skill to absorb anything and obtain its appearance and abilities. While testing out his newfound powers and exploring the cave, he stumbles upon a massive dragon named Veldora, who has been sealed away for the past three hundred years. After quickly befriending the beast, Satoru decides to help him escape; in exchange, Satoru is bestowed a new name: ""Rimuru Tempest.""Wishing to avoid a life like his boring and mundane past, Rimuru is about to set out on a grand quest that will change his own destiny and the fate of his new world.[Written by MAL Rewrite]",8.4,"Taiki Kawakami,  Fuse","Fantasy, Shounen",,
book.book,42,Dragon Ball,https://api-cdn.myanimelist.net/images/manga/2/54545.jpg,https://api-cdn.myanimelist.net/images/manga/2/54545l.jpg,Dragon Ball,ドラゴンボール,"Dragon Ball series follows the adventures of Son Goku from his childhood through adulthood as he trains in martial arts and explores the world in search of the seven mystical orbs known as the Dragon Balls, which can summon a wish-granting dragon when gathered. Along his journey, Goku makes several friends and battles a wide variety of villains, many of whom also seek the Dragon Balls for their own desires. Along the way becoming the strongest warrior in the universe.(Source: Wikipedia)",8.4,Akira Toriyama,"Action, Adventure, Comedy, Sci-Fi, Martial Arts, Super Power, Shounen",,
book.book,974,Basara,https://api-cdn.myanimelist.net/images/manga/1/185359.jpg,https://api-cdn.myanimelist.net/images/manga/1/185359l.jpg,Basara,BASARA,"Sarasa grew up knowing that her twin brother Tatara was prophesied to be the ""boy of destiny,"" the one who would overthrow the oppressive government and unite the people. When Tatara dies in battle, however, Sarasa realizes that it's up to her to secretly take on her brother's identity. On the way, Sarasa meets and falls in love with the mysterious Shuri, who may also have something up his sleeve. Together, she and her group of ragtag fighters journey across the land, attacking the many rulers and hoping to someday reach the leader of them all, the Red King.",8.4,Yumi Tamura,"Adventure, Fantasy, Romance, Drama, Shoujo",,
book.book,2921,Kaichou wa Maid-sama!,https://api-cdn.myanimelist.net/images/manga/2/120073.jpg,https://api-cdn.myanimelist.net/images/manga/2/120073l.jpg,Maid-sama!,会長はメイド様!,"Seika High School was an all-boys school, but it has since turned co-ed. Misaki Ayuzawa is the first female student council president of the school, eventually earning the nickname of the ""Demon President"" due to her mastery of Aikido and imposed iron rule.However, Misaki harbors an embarrassing secret—she has to work at a maid café to support her family. If anybody from her school was to find out, her reputation would be utterly destroyed. And after Takumi Usui—the most popular boy at school—discovers her secret, that might just happen. Kaichou wa Maid-sama! follows their story as they spend more time together and eventually begin to understand each other's secrets.[Written by MAL Rewrite]Included one-shot:Volume 1: Toumei na Sekai (Transparent World)",8.4,Hiro Fujiwara,"Romance, Comedy, School, Shoujo",,
book.book,3807,Juuni Kokuki,https://api-cdn.myanimelist.net/images/manga/3/157938.jpg,https://api-cdn.myanimelist.net/images/manga/3/157938l.jpg,The Twelve Kingdoms,十二国記,"Beyond this world lies the realm of the Twelve Kingdoms. There, the laws of nature are governed by the Way—a moral code established by the Mandate of Heaven—that causes kingdoms to be ravaged by war and famine when an unsuitable ruler is upon the throne. Babies are born from eggs on trees, and mythical creatures roam the land.When a temporary breach is created between that world and Japan, Youko Nakajima is dragged from her mundane daily life as a high school student and finds herself in a situation far less appealing than that of a fairytale. Once a model student who always conformed to societal pressures, she is now abandoned and pursued by men and beasts alike in the wilds of a land unbound by any earthly sense of order. Struggling to come to terms with these strange new laws as well as the lack of kindness in the people around her, Youko must learn to make her own choices if she is to survive with any sense of integrity.Fantastical and heavily detailed, Juuni Kokuki tells the stories of Youko and other individuals forced to find themselves as they are thrust into an unforgiving and coldly beautiful world.[Written by MAL Rewrite]",8.4,"Fuyumi Ono, Akihiro Yamada",Fantasy,,
book.book,93097,Monogatari Series: Off Season,https://api-cdn.myanimelist.net/images/manga/2/181555.jpg,https://api-cdn.myanimelist.net/images/manga/2/181555l.jpg,,〈物語〉シリーズ オフシーズン,"Oddities have existed throughout history, with some tales of them dating back to 600 years ago. Stories about vampires, a monkey's paw, shikigami, wanderers in the mountain mist, murderous felines, mermaids, wolves, golems, and, most terrifying of all, humans, have been collected by so-called ""oddity specialists."" The purpose of these specialists is to combat, regulate, and, most importantly, solve the many mysteries behind the circumstances these oddities create.Monogatari Series: Off Season follows eight protagonists—some specialists, some oddities themselves—as they interact with the world of aberrations, often landing themselves in dangerous situations due to their own mischievous doings.[Written by MAL Rewrite]",8.4,"ISIN NISIO,  VOFAN","Supernatural, Comedy, Vampire, Mystery, Drama",,
book.book,93699,Innocent Rouge,https://api-cdn.myanimelist.net/images/manga/1/167646.jpg,https://api-cdn.myanimelist.net/images/manga/1/167646l.jpg,,イノサン Rouge,"The eve of the French revolution, 1772—The eldest brother of the Sanson family, Charles-Henri, has grown as an executioner and his sister, Marie-Joseph has been living, freely in the Versailles.But one day, Marie-Joseph's first love, a man named Alain was killed by aristocrats...!This historie of innocents plunges into the arc of the crimson revolution, Rouge—!!",8.4,Shinichi Sakamoto,"Historical, Drama, Seinen",,
book.book,21499,Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch,https://api-cdn.myanimelist.net/images/manga/2/133437.jpg,https://api-cdn.myanimelist.net/images/manga/2/133437l.jpg,Umineko WHEN THEY CRY Episode 6: Dawn of the Golden Witch,うみねこのなく頃に散 Episode 6: Dawn of the Golden Witch,"Now that Battler's found the truth, he's become the next game master. In order to prove to Bernkastel and Lambdadelta that he understands all of Beatrice's previous tricks, he's built a game board of his own and now has to face off against Erika once again.",8.4," Ryukishi07, Hinase Momoyama","Supernatural, Mystery, Drama, Horror, Shounen",,
book.book,39325,Boku dake ga Inai Machi,https://api-cdn.myanimelist.net/images/manga/1/172082.jpg,https://api-cdn.myanimelist.net/images/manga/1/172082l.jpg,ERASED,僕だけがいない街,"Satoru Fujinuma is a 29-year-old who works part-time as a pizza deliveryman in order to make ends meet due to his unsuccessful career as a mangaka. But there is more to this struggling adult than meets the eye, as he possesses a mysterious ability which takes him back in time right before a life-threatening incident occurs. When ""Revival,"" as he calls it, triggers, it will continue to send him back again and again until he is able to save the lives of the individuals involved.But Satoru's life is about to take a turn for the worse when a loved one is killed by an unknown man and he is framed for the crime. Desperate to get away so that he can assess his situation, he is inexplicably sent 18 years into the past—right before the disappearance and death of his classmate, Kayo Hinazuki, an event that has plagued him since childhood.Satoru, now an elementary school student, must get his wits together and save the young girl from an untimely demise by figuring out the identity of the person responsible. But just how is Kayo's murder connected to the present?[Written by MAL Rewrite]",8.39,Kei Sanbe,"Psychological, Supernatural, Mystery, Seinen",,
book.book,48347,Ballroom e Youkoso,https://api-cdn.myanimelist.net/images/manga/1/186664.jpg,https://api-cdn.myanimelist.net/images/manga/1/186664l.jpg,Welcome to the Ballroom,ボールルームへようこそ,"With no particular dreams or plans for the future, third-year middle schooler Tatara Fujita yearns to find something that he can pursue wholeheartedly. Initially often bullied and extorted for his lack of confidence, Tatara's life changes when he is saved from delinquents by a man named Kaname Sengoku. His savior, a motorcycle-riding dance instructor, proceeds to drag Tatara to Ogasawara Dance Studio, mistakenly believing that the boy was looking at the studio's flyer.Tatara is then partnered with his schoolmate and skilled dancer Shizuku Hanaoka when he agrees to a trial lesson. The next day after being bullied and only to be saved yet again, he asks the studio to teach him dancing in hopes of changing his image. Now entering a bright and fast-paced new world, Tatara dedicates his time to dancing as he sweeps over the dance hall.[Written by MAL Rewrite]",8.39,Tomo Takeuchi,"Sports, Romance, Comedy, School, Drama, Shounen",,
book.book,401,Kiseijuu,https://api-cdn.myanimelist.net/images/manga/2/188928.jpg,https://api-cdn.myanimelist.net/images/manga/2/188928l.jpg,Parasyte,寄生獣,"""Parasites"" are tennis ball sized creatures, whose numbers and origins are unknown. They invade and take over the human mind in order to survive. Shinichi Izumi is a 16-year-old high school student who lives with his parents in a quiet neighborhood. One night, a Parasite invades Shinichi's body in an attempt to take control of it. However, it fails to complete the takeover process and ultimately ends up inhabiting only his right arm. Thus, both Shinichi and the Parasite—who calls himself Migi—retain their individual minds. Now in a peculiar ""human and alien"" relationship, Migi proposes that they cooperate to survive. Shinichi has no choice but to agree, and he must now cling to his morality as he and Migi face off against other bloodthirsty Parasites.[Written by MAL Rewrite]",8.39,Hitoshi Iwaaki,"Action, Psychological, Sci-Fi, Drama, Horror, Seinen",,
book.book,3573,Tobaku Hakairoku Kaiji,https://api-cdn.myanimelist.net/images/manga/2/3964.jpg,https://api-cdn.myanimelist.net/images/manga/2/3964l.jpg,,賭博破戒録カイジ,"After Kaiji's showdown with Chairman Hyoudou at Starside Hotel, Kaiji is forced into labor at an underground mine. With meager wages each day, he will work for decades unless he doesn't do something.Now Kaiji must wager his earnings in underground Chinchirorin gambles for a ticket to the rest of the world. But even if he surfaces, he only has one chance to pay back his enormous debt, and that is by challenging the ""unbeatable"" Pachinko machine, The Bog.(Source: MU)",8.39,Nobuyuki Fukumoto,"Game, Drama",,
book.book,12854,Toaru Majutsu no Index,https://api-cdn.myanimelist.net/images/manga/3/176880.jpg,https://api-cdn.myanimelist.net/images/manga/3/176880l.jpg,A Certain Magical Index,とある魔術の禁書目録,"Despite 80% of its 2.3 million population being students, Academy City is far more advanced than any other nation worldwide. Its residents awaken something akin to a supernatural ability inside them, which is then ranked from Level 0 to 5. Along the lines lies Touma Kamijou, a powerless Level 0 esper. While his abilities are recognized as useless, he possesses a mysterious phenomenon known as ""Imagine Breaker,"" which allows his right hand to nullify any supernatural powers upon coming in contact with them. Despite that, he claims to have rotten luck due to the misfortunes that frequently happen to him.One day, a girl calling herself Index Librorum Prohibitorum mysteriously lands on Touma's balcony and explains to him that she is being hunted down by magicians. This leads the powerless boy to discover a whole new world—one where magic exists. With Touma facing the problems that arise from both the scientific and magical sides of the world, how will he resolve them?[Written by MAL Rewrite]",8.39,"Kazuma Kamachi, Kiyotaka Haimura","Action, Comedy, Fantasy, Sci-Fi, Super Power, Supernatural",,
book.book,119392,Boy Meets Maria,https://api-cdn.myanimelist.net/images/manga/1/225981.jpg,https://api-cdn.myanimelist.net/images/manga/1/225981l.jpg,Boy Meets Maria,ボーイミーツマリア,"Taiga Hirasawa has always longed to be a hero like in the movies, but he has never known who would play the heroine's role. On his first day of high school, he sets eyes on ""Maria,"" the star of the drama club. Graceful, with an air of ambivalence, Maria is the apple of everyone's eyes. Taiga is quick to confess, only to find out that Maria's real name is Yuu Arima, a very much male classmate.However, Taiga is drawn to Arima's volatile personality, belying a past that haunts them to this very day. Regardless of gender, Taiga nevertheless wants to learn who the true ""Arima"" is.[Written by MAL Rewrite]",8.39,Kousei Eguchi,"Boys Love, Drama, School",,
book.book,93516,SQ: Begin W/Your Name!,https://api-cdn.myanimelist.net/images/manga/3/165495.jpg,https://api-cdn.myanimelist.net/images/manga/3/165495l.jpg,,SQ从你的名字开始,"The funny romantic story of how Qiu Tong and Sun Jing met and fell in love.Note: this entry is for the published volume and not the ongoing webcomic. Please, do not submit any changes.",8.39, Tanjiu,"Comedy, School, Slice of Life, Girls Love",,
book.book,10,xxxHOLiC,https://api-cdn.myanimelist.net/images/manga/3/217533.jpg,https://api-cdn.myanimelist.net/images/manga/3/217533l.jpg,xxxHOLiC,xxxHOLiC,"Living alone after his parents passed away, Kimihiro Watanuki is a high school student who can see otherworldly creatures that are attracted to him. His days are plagued by these nuisances, and he wishes to rid himself of this inconvenience. One fateful day, as Kimihiro is being chased by a horde of spirits, his feet bring him into a mysterious store to seek shelter. Here he meets Yuuko Ichihara, the mistress of this supposed store, who claims to be able to grant wishes. Yuuko offers to grant Kimihiro's, as long as he pays an appropriate price.Thus begins Kimihiro's time working in her store to earn the payment necessary for his wish. In Yuuko's employ, he must become further involved with spirits and the supernatural before he can leave that world behind. How will he fare in the inexplicable encounters that await him?[Written by MAL Rewrite]",8.38, CLAMP,"Comedy, Drama, Mystery, Seinen, Supernatural",,
book.book,106,Cardcaptor Sakura,https://api-cdn.myanimelist.net/images/manga/1/173442.jpg,https://api-cdn.myanimelist.net/images/manga/1/173442l.jpg,Cardcaptor Sakura,カードキャプターさくら,"""Herein lie the Clow Cards—if their seal is broken, disaster shall befall this world...""Sakura Kinomoto is an energetic and sweet 10-year-old girl attending Tomoeda Elementary School. One day not long after entering the fourth grade, Sakura finds a mysterious book titled ""The Clow"" hidden within her father's bookshelves. Upon opening it, a small, winged creature with an Osakan accent comes out of the book and introduces itself as Keroberos, the Creature of the Seal who guards magical cards known as the Clow Cards and keeps them from escaping the book.Unfortunately for the plushy guardian, it seems that the Clow Cards have already escaped—and now Sakura is tasked with capturing them before the cards unleash their powers and cause havoc all over Tomoeda! With the support of the tiny guardian who she nicknames ""Kero"" and her best friend Tomoyo Daidouji, Sakura must wield a magical bird-shaped key and use her new powers as the Cardcaptor to maintain peace and ensure that everything is alright.[Written by MAL Rewrite]",8.38, CLAMP,"Adventure, Comedy, Fantasy, Romance, Shoujo",,
book.book,1414,SKET Dance,https://api-cdn.myanimelist.net/images/manga/1/173959.jpg,https://api-cdn.myanimelist.net/images/manga/1/173959l.jpg,,SKET DANCE,"Kaimei High School is full of eccentric individuals, students, and teachers alike. Amongst the school's many clubs is the SKET Brigade, officially known as the Living Assistance Club. Comprised of the somewhat idiotic Yuusuke ""Bossun"" Fujisaki, the gallant Hime ""Himeko"" Onizuka, and the silent but surprisingly popular Kazuyoshi ""Switch"" Usui, the SKET Brigade is dedicated to solving various problems on campus. However, the club rarely receives requests, so the members spend most of their time messing around with random, trivial matters. Both hilarious and heartwarming, SKET Dance is a lighthearted comedy following the daily high school lives of an odd trio of friends.[Written by MAL Rewrite]",8.38,Kenta Shinohara,"Comedy, School, Drama, Shounen",,
book.book,3281,Hadashi no Gen,https://api-cdn.myanimelist.net/images/manga/1/37574.jpg,https://api-cdn.myanimelist.net/images/manga/1/37574l.jpg,Barefoot Gen,はだしのゲン,"1945, Japan. Gen Nakaoka is a spirited six-year-old boy who lives with his poor yet loving family in wartime Hiroshima. As the second World War rages on, Gen's father Daikichi stands among the few outspoken who are opposed to the emperor and stand for the innocent civilians bearing the brunt of the war. However, in a society with nothing but feverous support for their nation, Gen and his family are ostracized as traitors. Unbeknownst to them, a terrible fate awaits the people of Hiroshima...One quiet morning, the US forces drop an atomic bomb on Hiroshima. In an instant, the city is completely destroyed, leaving thousands dead and many more exposed to radiation. Though Gen manages to survive the blast, he finds his life irreversibly changed. Regrouping with what's left of his family, Gen must now grapple with starvation, destitution, and an unsympathetic public who see survivors as little more than disease-ridden beggars.Based on author Keiji Nakazawa's real-life experiences, Hadashi no Gen follows Gen and his fellow survivors in their struggle to survive in post-war Hiroshima. Gen resolves to soldier on with unwavering determination, while never forgiving those who caused the atrocity, never forgetting the pain of the bomb, and never letting his spirit be broken by the tragedy.[Written by MAL Rewrite]",8.38,Keiji Nakazawa,"Drama, Historical, Shounen",,
